Judul,Konsentrasi
PENGARUH MODEL PEMBELAJARAN TEAM ASSISTED INDIVIDUALIZATION TERHADAP HASIL BELAJAR TIK KELAS VIII SMP NEGERI 1 LIRUNG,Undefined
PENGARUH MODEL PEMBELAJARAN THINK PAIR AND SHARE TERHADAP HASIL BELAJAR TIK SISWA KELAS VII SMP NEGERI 9 BITUNG,Undefined
PENGARUH MODEL PEMBELAJARAN THINK PAIR SHARE TERHADAP HASIL BELAJAR KOMPUTER DAN JARINGAN DASAR SISWA SMK,TKJ
PENGARUH MODEL PEMBELAJARAN THINK PAIR SHARE TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X SMK NEGERI 1 TUMPAAN,Multimedia
PENGARUH MODEL PEMBELAJARAN TIPE GROUP INVESTIGATION TERHADAP HASIL BELAJAR TIK SISWA SMP NEGERI 3 PINELENG,Undefined
PENGARUH MODEL PEMBELAJARAN TIPE STAD TERHADAP HASIL BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL SISWA TKJ SMK NEGERI BITUNG,Multimedia
PENGARUH MODEL PEMBELAJARAN TUTOR SEBAYA TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X DI SMK N 3 TONDANO,Multimedia
PENGARUH MODEL PEMBELAJARAN TUTOR SEBAYA TERHADAP HASIL BELAJAR TIK SISWA SMP KATOLIK SANTA FRANSISKUS PINELENG,Undefined
PENGARUH MODEL PEMBELAJARAN TUTOR SEBAYA TERHADAP HASIL BELAJAR TIK SISWA SMP N 2 REMBOKEN,Undefined
PENGARUH MODEL PEMBELAJARAN TUTORIAL TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X TKJ SMK NEGERI 1 TAHUNA,TKJ
Pengaruh model pembelajaran tutorial terhadap hasil belajar KKPI siswa kelas XI SMK NEGERI 2 TONDANO,TKJ
PENGARUH MODEL PEMBELAJARAN TUTORIAL TERHADAP HASIL BELAJAR TIK SMA KATOLIK SANTA ROSA DE LIMA TONDANO,Undefined
PENGARUH MODEL PEMBELAJARAN TUTORIAL TERHADAP HASIL BELAJAR TKJ SISWA KELAS X SMK PERINTIS MANADO,Undefined
Pengaruh Model Pembelajaran Two Stay Two Stray Terhadap Hasil Belajar Praktek Prakarya TIK Siswa Kelas X SMA Negeri 1 Tondano,Undefined
Pengaruh Model Pembelajaran VARK Terhadap Hasil Belajar Simulasi Digital Siswa SMK Negeri 1 Tondano,Multimedia
Pengaruh Model Pembelejaran Kooperative Tipe Jigsaw Terhadap Hasil Belajar TIK Siswa Kelas IX SMP Megeri 2 Motoling Timur,Undefined
PENGARUH MODEL PENGEMBANGAN MEDIA PEMBELAJARAN PRAKARYA UNTUK SISWA SMP,Multimedia
PENGARUH MODEL PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR KOMPUTER DAN JARINGAN DASAR SISWA SMK,TKJ
PENGARUH MODEL PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL SISWA KELAS X SMK NEGERI 3 TONDANO,Multimedia
PENGARUH MODEL PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR TIK SISWA KELAS X SMTK BEREA TONDANO,Undefined
PENGARUH MODEL PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR TIK SISWA KELAS XA SMA NEGERI 2 DUMOGA,Undefined
Pengaruh Model Project Based Larning Terhadap Hasil Belajar KKPI di SMK Negeri 1 Motoling,TKJ
PENGARUH MODEL PROJECT BASED LEARNING TERHADAP HASIL BELAJAR DASAR-DASAR DESAIN KOMUNIKASI VISUAL SISWA KELAS X DKV SMK NEGERI 1 TONDANO,Multimedia
PENGARUH MODEL PROJECT BASED LEARNING TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA SMK NEGERI 3 TONDANO,TKJ
PENGARUH MODEL PROJECT BASED LEARNING TERHADAP HASIL BELAJAR JARINGAN KOMPUTER SISWA KELAS X SMK NEGERI 2 KENDARI,TKJ
PENGARUH MODEL PROJECT BASED LEARNING TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X SMK KRISTEN 1 TOMOHON,Multimedia
PENGARUH MODEL PROJECT BASED LEARNING TERHADAP HASIL BELAJAR TEKNIK PENGOLAHAN VIDEO SISWA KELAS XII SMK NEGERI 1 TONDANO,Multimedia
PENGARUH MODEL RECIPROCAL TEACHING TERHADAP HASIL BELAJAR KKPI SISWA KELAS X SMK NEGERI 3 TONDANO,TKJ
PENGARUH MODEL RECIPROCAL TEACHING TERHADAP HASIL BELAJAR TIK SISWA KELAS XI SMA KRISTEN 1 SONDER,Undefined
PENGARUH MOTIVASI BERPRESTASI DAN DISIPLIN TERHADAP HASIL BELAJAR TIK SISWA SMA N 1 REMBOKEN,Undefined
Pengaruh Motivasi Berprestasi dan Lingkungan Sekolah Terhadap Hasil Belajar Simulasi dan Komunikasi Digital Siswa SMK Negeri 1 Tumpaan,Multimedia
PENGARUH MOTIVASI BERPRESTASI DAN LINGKUNGAN SEKOLAH TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA TKJ SMK NEGERI 2 BITUNG,Multimedia
PENGARUH MOTIVASI DAN DISIPLIN BELAJAR TERHADAP HASIL BELAJAR TIK SISWA KELAS XII SMA NEGERI 1 REMBOKEN,Undefined
PENGARUH PEMANFAATAN MEDIA PEMBELAJARAN BERBASIS MULTIMEDIA TERHADAP HASIL BELAJAR TIK SISWA KELAS VIII SMP ADVENT 2 SARIO MANADO,Multimedia
PENGARUH PEMANFAATAN SISTEM PEMBELAJARAN DARING TERHADAP HASIL BELAJAR TEKNIK JARINGAN BERBASIS LUAS SISWA SMK,TKJ
PENGARUH PEMANFAATAN VIDEO TUTORIAL TERHADAP HASIL BELAJAR INSTALASI SISTEM OPERASI DASAR SISWA KELAS X SMK NEGERI 5 BITUNG,Multimedia
PENGARUH PEMANFAATAN VIDEO TUTORIAL TERHADAP HASIL BELAJAR INSTALASI SISTEM OPERASI DASAR SISWA SMK,TKJ
PENGARUH PEMANFAATAN WEBSITE PEMBELAJARAN TERHADAP HASIL BELAJAR SISWA KELAS X MULTIMEDIA SMK NEGERI 1 TONDANO,RPL
PENGARUH PEMBELAJARAN BERBASIS KOMPUTER TERHADAP HASIL BELAJAR TIK SISWA SMP NEGERI 3 PINELENG ,Undefined
PENGARUH PEMBELAJARAN BERBASIS MASALAH DAN DEMONTRASI TERHADAP HASIL BELAJAR KKPI SISWA KELAS X DI SMK ANUGRAH TONDANO,TKJ
PENGARUH PEMBELAJARAN BERBASIS MEDIA ANIMASI TERHADAP HASIL BELAJAR DESAIN GRAFIS PERCETAKAN DI SMK,Multimedia
PENGARUH PEMBELAJARAN BERBASIS MULTIMEDIA TERHADAP HASIL BELAJAR DESAIN MULTIMEDIA INTERAKTIF SISWA SMK,Multimedia
PENGARUH PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR KKPI SISWA KELAS X SMK NEGERI 1 TONDANO,Undefined
PENGARUH PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR KOMPUTER DAN JARINGAN DASAR SISWA SMK,TKJ
PENGARUH PEMBELAJARAN BERBASIS WEB TERHADAP MINAT BELAJAR SISWA JURUSAN TKJ SMK NEGERI 1 RATAHAN,RPL
PENGARUH PEMBELAJARAN DARING TERHADAP HASIL BELAJAR KOMPUTER DAN JARINGAN DASAR SISWA SMK,TKJ
Pengaruh Pembelajaran Daring Terhadap Prestasi Belajar Simulasi Dan Komunikasi Digital Siswa SMK,Multimedia
PENGARUH PEMBELAJARAN DISCOVERY LEARNING TERHADAP HASIL BELAJAR JARINGAN DASAR SMK KRISTEN TOMBATU,TKJ
PENGARUH PEMBELAJARAN JARAK JAUH DAN MINAT TERHADAP HASIL BELAJAR PEMROGRAMAN DASAR,RPL
PENGARUH PEMBELAJARAN KOOPERATIF TYPE MAKE A MATCH TERHADAP HASIL BELAJAR TIK SISWA KELAS VIII SMP ANUGERAH TONDANO,Undefined
Pengaruh Pembelajaran Metode Demonstrasi Terhadap Hasil Belajar Perakitan Komputer Siswa SMK Negeri 1 tahuna,TKJ
PENGARUH PEMBELAJARAN METODE DEMONSTRASI TERHADAP HASIL BELAJAR TIK SISWA KELAS X SMA NEGERI 1 BELANG,Undefined
PENGARUH PEMBELAJARAN TUTORIAL TERHADAP HASIL BELAJAR PEMROGRAMAN DASAR SISWA SMK NEGERI 1 MOPUYA,RPL
PENGARUH PENERAPAN MODEL PEMBELAJARAN TUTOR SEBAYA TERHADAP HASIL BELAJAR KOMPETENSI KEJURUAN TKJ SISWA KELAS X SMK NEGERI TARERAN,TKJ
PENGARUH PENERAPAN MODEL PEMEBELAJARAN STAD (STUDENT TEAM ACHIEVEMENT DIVISION) TERHADAP HASIL BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL KELAS X SMK NEGERI 2 TONDANO,Multimedia
Pengaruh Pengguna Internet Terhadap Minat Belajar Siswa Di SMP Kristen Credo Kolongan,Undefined
PENGARUH PENGGUNAAN APLIKASI SIMULATOR JARINGAN TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X TKJ SMK KRISTEN KAWANGKOAN,TKJ
PENGARUH PENGGUNAAN INTERNET SEBAGAI SUMBER BELAJAR TERHADAP MINAT BELAJAR TIK SISWA KELAS IX MTS PLUS TARBIYAH TONDANO,Undefined
Pengaruh Penggunaan Medai Pembelajaran Video Tutorial Terhadap Hasil Belajar TIK SMA Negeri 1 Remboken,Multimedia
PENGARUH PENGGUNAAN MEDIA EDUKASI KAHOOT TERHADAP MOTIVASI BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL SISWA KELAS X BDP SMK NEGERI 2 TONDANO,Multimedia
PENGARUH PENGGUNAAN MEDIA PEMBELAJARAN BERBASIS KOMPUTER TERHADAP HASIL BELAJAR TKJ SISWA SMK NEGERI 1 SIAU TIMUR.,TKJ
PENGARUH PENGGUNAAN MEDIA PEMBELAJARAN BERBASIS MEDIA VIDEO TERHADAP HASIL BELAJAR SIMULASI KOMUNIKASI DIGITAL SISWA KELAS X SMK NEGERI 1 AMURANG,Multimedia
PENGARUH PENGGUNAAN MEDIA PEMBELAJARAN BERBASIS MULTIMEDIA TERHADAP HASIL BELAJAR SISTEM OPERASI SISWA KELAS X SMK NEGERI 1 TONDANO,TKJ
Pengaruh Penggunaan Media Pembelajaran Berbasis Teknologi Informais Terhadap Hasil Belajar Jaringan Dasar Siswwa Kelas X SMK Negeri 1 Modoinding,TKJ
PENGARUH PENGGUNAAN MEDIA PEMBELAJARAN BERBASIS TEKNOLOGI INFORMASI TERHADAP HASIL BELAJAR TKJ KELAS X SMK KRISTEN TOMBATU,RPL
PENGARUH PENGGUNAAN MEDIA PEMBELAJARAN BERBASIS TEKNOLOGI TERHADAP HASIL BELAJAR SISWA KELAS XI SMK NEGERI 3 TONDANO,Multimedia
PENGARUH PENGGUNAAN MEDIA PEMBELAJARAN ONLINE TERHADAP HASIL BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL SISWA SMK,Multimedia
PENGARUH PENGGUNAAN MEDIA PEMBELAJARAN VIDEO TUTORIAL TERHADAP HASIL BELAJAR TIK SISWA KELAS XII IPA SMA KRISTEN I TOMOHON.,Multimedia
PENGARUH PENGGUNAAN MEDIA SOSIAL TERHADAP AKTIVITAS BELAJAR SISWA SMK NEGERI 2 TONDANO,Undefined
PENGARUH PENGGUNAAN MEDIA VIDEO PEMBELAJARAN TERHADAP HASIL BELAJAR TEKNOLOGI INFORMASI DAN KOMUNIKASI SISWA KELAS X SMA NEGERI 2 LANGOWAN,Multimedia
Pengaruh Penggunaan Media Vidio Tutorial Sebagai Alat Bantu Pembelajaran Dasar-Dasar Multimedia Dalam Meningkatkan Hasil Belajar Siswa Kelas X SMK Perikanan Halmahera Utara,Multimedia
Pengaruh Penggunaan Metode Demonstrasi Terhadap Hasil Belajar Sistem Operasi Siswa Kelas X TKJ SMK Kristen 1 Tomohon,TKJ
PENGARUH PENGGUNAAN METODE DEMONSTRASI TERHADAP HASIL BELAJAR SISTEM OPERASI SISWA KELAS XI SMK NEGERI 1 TUMPAAN,TKJ
PENGARUH PENGGUNAAN METODE DEMONSTRASI TERHADAP HASIL BELAJAR TIK SISWA KELAS VIII SMP NEGERI 9 SATAP TONDANO,Undefined
PENGARUH PENGGUNAAN MODEL DISCOVERY LEARNING TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X SMK NUSANTARA TONDANO,Multimedia
Pengaruh Penggunaan Model Pembelajaran Berbasis Proyek Terhadap Hasil Belajar Komputer dan Jaringan Dasar Siswa SMK,TKJ
PENGARUH PENGGUNAAN MULTIMEDIA INTERAKTIF TERHADAP HASIL BELAJAR DASAR-DASAR DESAIN KOMUNIKASI VISUAL SISWA SMK NEGERI 1 TONDANO,Multimedia
PENGARUH PENGGUNAAN PAKET TRACER TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X DI SMK NEGERI 1 AMURANG,TKJ
PENGARUH PENGGUNAAN PEMBELAJARAN E-LEARNING BERBASIS BROWSER BASED TRAINING TERHADAP HASIL PELAJAR KKPI SISWA KELAS X SMK NEGERI I TABUKAN UTARA,TKJ
PENGARUH PENGGUNAAN SIMULASI JARINGAN TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X TKJ SMK N 1 SANGKUB,TKJ
PENGARUH PENGGUNAAN TEKNOLOGI INFORMASI TERHADAP MOTIVASI BELAJAR SISWA KELAS X SMK NEGERI 3 TONDANO,Undefined
PENGARUH PENGGUNAAN VIDEO PEMBELAJARAN JARINGAN DASAR KELAS XI TKJ SMK NEGERI 1 TALAUD,TKJ
Pengaruh Penggunaan Video Pembelajaran terhadap hasil Belajar TIK Siswa Kelas XI Di SMA Negeri 1 Siau Timur,Multimedia
PENGARUH PENGGUNAAN VIDEO PEMBELAJARAN TERHADAP HASIL BELAJAR TIK SMA NEGERI 1 KAKAS,Multimedia
Pengaruh Penggunaan Video Tutorial Terhadap Hasil Belajar Dasar Desain Grafis Siswa Kelas X SMK,Multimedia
PENGARUH PENGGUNAAN VIDEO TUTORIAL TERHADAP HASIL BELAJAR KKPI SISWA KELAS X DI SMK N. 1 LIKUPANG BARAT,Multimedia
PENGARUH PENGGUNAAN VIDEO TUTORIAL TERHADAP HASIL BELAJAR KKPI SISWA SMK KRISTEN 2 TOMOHON.,TKJ
PENGARUH PENGGUNAAN VIDEO TUTORIAL TERHADAP HASIL BELAJAR SISTEM OPERASI SISWA KELAS X SMK NEGERI 1 SIAU,TKJ
PENGARUH PENGGUNAAN VIDEO TUTORIAL TERHADAP HASIL BELAJAR SISTEM OPERASI SISWA KELAS X TKJ SMK N 1 PUSOMAEN,TKJ
PENGARUH PENGGUNAAN VIDEO TUTORIAL TERHADAP HASIL BELAJAR TIK SISWA KELAS IX DI SMP NEGERI 1 TONDANO,Multimedia
Pengaruh penggunaan video tutorial terhadap hasil belajar TIK siswa Kelas X SMA Negeri 1 Remboken,Multimedia
PENGARUH PENGGUNAAN VIDEO TUTORIAL TERHADAP HASIL BELAJAR TIK SISWA KELAS X SMA NEGERI 1 REMBOKEN.,Multimedia
PENGARUH PENGGUNAAN VIDEO TUTORIAL TERHADAP HASIL BELAJAR TIK SISWA KELAS XI SMA NEGERI 2 TONDANO,Multimedia
PENGARUH PENGGUNAAN VIDEO TUTORIAL TERHADAP HASIL BELAJAR TIK SISWA SMP NEGERI 1 KABUPATEN SORONG,Multimedia
PENGARUH PERAN ORANG TUA DAN MOTIVASI TERHADAP HASIL BELAJAR DIGITAL SISWA MULTIMEDIA SMK NEGERI 1 RATAHAN,Multimedia
pengaruh peran orang tua dan motivasi terhadap prestasi belajar siswa SMK,Undefined
PENGARUH PERHATIAN ORANG TUA DAN MINAT BELAJAR SISWA TERHADAP PRESTASI BELAJAR SISWA SMK NEGERI 5 BITUNG,Undefined
PENGARUH PERHATIAN ORANG TUA DAN MINAT BELAJAR TERHADAP HASIL BELAJAR KKPI SISWA SMK BINA INSANI SOAMAETEK HALMAHERA UTARA,TKJ
PENGARUH PERSEPSI SISWA TENTANG KETRAMPILAN MENGAJAR GURU TERHADAP HASIL BELAJAR TIK SISWA SMA NEGERI 2 TOMOHON,Undefined
Pengaruh Persepsi Siswa Tentang Kompetensi Profesional Dan Motivasi Terhadap Prestasi Siswa Di SMK Negeri 2 Tondano,Undefined
PENGARUH PERSEPSI SISWA TENTANG KOMPETENSI PROFESIONAL GURU TERHADAP HASIL BELAJAR PERAWATAN PRIPHERAL SISWA KELAS X SMK NEGERI 1 BITUNG,TKJ
PENGARUH PERSEPSI TENTANG KOMPETENSI PROFESIONAL GURU DAN MOTIVASI TERHADAP HASIL BELAJAR TEKNOLOGI INFORMASI DAN KOMUNIKASI SISWA SMA NEGERI 1 MANTOH,Undefined
PENGARUH PROBLEM BASE LEARNING TERHADAP HASIL BELAJAR SISWA KELAS X JARINGAN DASAR DI SMK NEGERI 1 MOTOLING,TKJ
PENGARUH PROJECT BASED LEARNING TERHADAP HASIL BELAJAR SISTEM KOMPUTER SISWA SMK,RPL
PENGARUH TIPE PEMBELAJARAN STUDENT ACHIEVEMENT DIVISION TERHADAP HASIL BELAJAR SISWA KELAS X SMA NEGERI 2 LANGOWAN,Undefined
PENGARUH VIDEO PEMBELAJARAN TERHADAP HASIL BELAJAR KKPI SISWA SMK REGENERASI TATELI,TKJ
Pengaruh Vidio Tutorial Terhadap Hasil Belajar KKPI Siswa Kelas X Di SMK Yadika Langowan,TKJ
Pengembagan Video Pembelajaran Gerbang Logika Untuk SMK,Multimedia
PENGEMBANGAN APLIKASI ALAT MUSIK TRADISIONAL KOLINTANG BERBASIS ANDROID,RPL
PENGEMBANGAN APLIKASI AUGMENTED REALITY EDUKASI WILD ANIMALS BERBASIS MOBILE ,Multimedia
PENGEMBANGAN APLIKASI AUGMENTED REALITY PENGENALAN HARDWARE KOMPUTER BERBASIS MOBILE UNTUK SISWA SEKOLAH DASAR,Multimedia
PENGEMBANGAN APLIKASI MOBILE AUGMENTED REALITY PENGENALAN BANGUN RUANG DAN BANGUN DATAR UNTUK SEKOLAH DASAR,Multimedia
PENGEMBANGAN APLIKASI PEMBELAJARAN JARINGAN KOMPUTER BERBASIS ANDROID DI SMK NEGERI 1 AMURANG.,TKJ
PENGEMBANGAN APLIKASI PENGENALAN BUDAYA SULAWESI UTARA BERBASIS MOBILE ANDROID,RPL
PENGEMBANGAN APLIKASI PENGENALAN MATEMATIKA DENGAN AUGMENTED REALITY BERBASIS MOBILE,Multimedia
Pengembangan aplikasi pengenalan organ pencernaan manusia berbasis mobile,RPL
PENGEMBANGAN APLIKASI PENGENALAN TARIAN KABASARAN BERBASIS MOBILE AUGMENTED REALITY,Multimedia
PENGEMBANGAN BAHAN AJAR KOMPETENSI DASAR MEDIA INTERAKTIF BERBASIS MULTIMEDIA SEKOLAH MENENGAH KEJURUAN,Multimedia
PENGEMBANGAN BLENDED LEARNING SEBAGAI MEDIA PEMROGRAMAN WEB DI SMK,RPL
PENGEMBANGAN DAN IMPLEMENTASI MOBILE LEARNING PADA MATA PELAJARAN BASIS DATA DI SMK 1 TIDORE KEPULAUAN,RPL
Pengembangan E-Learning Berbasis Web Di SMK ,RPL
PENGEMBANGAN ELEARNING BERBASIS WEB PRAKARYA REKAYASA DI SMP NEGERI 3 TANDANO,RPL
PENGEMBANGAN E-LEARNING PADA MATA PELAJARAN SISTEM OPERASI SISWA KELAS X SMK NEGERI 3 TONDANO,RPL
PENGEMBANGAN E-MARKETPLACE UNTUK PRODUK KEWIRAUSAHAAN MAHASISWA UNIVERSITAS NEGERI MANADO,RPL
PENGEMBANGAN ENSIKLOKIDDI BUAH BERBASIS ANDROID UNTUK ANAK USIA 7-12 TAHUN,RPL
PENGEMBANGAN GAME EDUKASI BAHASA INGGRIS BERBASIS MOBILE UNTUK SISWA PAUD,Multimedia
PENGEMBANGAN GAME EDUKASI MATEMATIKA BERBASIS MOBILE UNTUK SISWA SEKOLAH DASAR,Multimedia
PENGEMBANGAN GAME EDUKASI PENGENALAN ANGGOTA TUBUH DAN NAMA HEWAN BERBASIS MOBILE,Multimedia
PENGEMBANGAN GAME EDUKASI PENGENALAN BAGIAN TUBUH MANUSIA MENGGUNAKAN 3 BAHASA BERBASIS DESKOP UNTUK SISWA TAMAN KANAK-KANAK,Multimedia
PENGEMBANGAN GAME EDUKASI PENGENALAN EKOSISTEM PADA MATA PELAJARAN IPA SMP BERBASIS MOBILE,Multimedia
PENGEMBANGAN GAME EDUKASI PENGENALAN HEWAN DAN TUMBUHAN BERBASIS MOBILE,Multimedia
PENGEMBANGAN GAME EDUKASI PENGENALAN HURUF BERBASIS AUGMENTED REALITY (AR),Multimedia
PENGEMBANGAN GAME EDUKASI PENGENALAN NAMA BUAH BERBASIS MOBILE,Multimedia
PENGEMBANGAN GAME EDUKASI PERANGKAT JARINGAN KOMPUTER PADA MATA KULIAH JARINGAN KOMPUTER,Multimedia
PENGEMBANGAN GAME EDUKASI SEBAGAI MEDIA PEMBELAJARAN UNTUK ANAK TK,Multimedia
PENGEMBANGAN IDENTITAS SEKOLAH DALAM BENTUK VIDEO PROFILE COMPANY MENGGUNAKAN TEKNIK DUBBING DI SMK NEGERI 5 MANADO,Multimedia
Pengembangan Jaringan Internet Pada SMK Harapan Generasi Manado,TKJ
PENGEMBANGAN MEDIA INFORMASI KEARIFAN LOKAL KOTA TOMOHON BERBASIS MOBILE,RPL
Pengembangan Media Pembelajaran Bahasa Indonesia Berbasis Mobile di SMK,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN BAHASA INDONESIA DI SMP NEGERI 11 BITUNG,Multimedia
Pengembangan Media Pembelajaran Berbasis Animasi 2D Pada Mata Pelajaran Animasi Di SMK Negeri 2 Manado,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS MOBILE PADA MATA PELAJARAN DASAR DESAIN GRAFIS DI SMK NEGERI 1 TONDANO,Multimedia
pengembangan media pembelajaran berbasis multimedia interaktif mata pelajaran teknologi informasi dan komunikasi(TIK) untuk siswa SMP,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS MULTIMEDIA INTERAKTIF PADA KOMPETENSI KEJURUAN MULTIMEDIA DI SMK ANUGRAH TONDANO.,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS MULTIMEDIA PADA MATA PELAJARAN KKPI DI SMK PP GMIM TOMOHON,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS MULTIMEDIA PADA MATA PELAJARAN MENGINSTALASI PC DI SMK,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS MULTIMEDIA PADA MATA PELAJARAN SIMULASI DIGITAL DI SMK NEGERI 1 BITUNG,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN DASAR KOMPUTER BERBASIS GAME DI SMK,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN DESAIN GRAFIS DI SMK,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN DESAIN PUBLIKASI BERBASIS ANDROID DI SMK,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN FOTOGRAFI DI SMK NEGERI 1 TARERAN,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN GEOGRAFI BERBASIS MOBILE (STUDI KASUS SMA KRISTEN 19 DAMAI RERER),Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN INFORMATIKA BERBASIS MOBILE UNTUK SISWA KELAS X SMKS KRISTEN 2 TOMOHON,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF DASA-DASAR KEJURUAN DI KELAS X SMK,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF KERAGAMAN BUDAYA DI INDONESIA PADA MATA PELAJARAN IPS KELAS V SDN LANUMOR KABUPATEN MOROWALI UTARA,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF KIMIA BERBASIS MOBILE,RPL
PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF KKPI MENGGUNAKAN ADOBE FLASH DIKELAS X MULITMEDIA SMK ANUGRAH TONDANO,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF MATA PELAJARAN TEKNIK DASAR OTOMOTIF SMK NEGERI 2 BITUNG,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF MATEMATIKA UNTUK SISWA SEKOLAH DASAR,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF MERAWAT PERALATAN MULTIMEDIA DI SMK ANUGRAH TONDANO,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN IPS BERBASIS MOBILE DI SMP,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN IPS DI SMP KRISTEN BUKIT KASIH,Multimedia
Pengembangan Media Pembelajaran Jaringan Dasar Di SMK Negeri 2 Bitung,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN MATA PELAJARAN SIMULASI DIGITAL DI SMK NEGERI 1 TONDANO,Multimedia
Pengembangan Media Pembelajaran Mata Pelajaran TIK Berbasis Multimedia Kelas VIII Di SMP Negeri 1 Tondano,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN MATEMATIKA BERBASIS MOBILE DI SD NEGERI TAMPUSU,Multimedia
Pengembangan Media Pembelajaran Pada Mata Pelajaran Informatika MTS,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN PENGENALAN FOTOGRAFI BERBASIS MULTIMEDIA UNTUK PENGGUNA DSLR,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN PENGENALAN HEWAN BERBASIS AUGMENTED REALITY UNTUK ANAK USIA DINI (Studi Kasus di Kampung Bukide Kepulauan Sangihe),Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN SIMULASI MATA PELAJARAN IPA DI SMP NEGERI III TONDANO,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN TEKANAN BERBASIS MULTIMEDIA DI SMP NEGERI 4 MANGANITU SELATAN,Multimedia
Pengembangan Media Pembelajaran Teknik Kendaraan Ringan Berbasis Multimedia,Multimedia
Pengembangan Media Pembelajaran Teknik Pengambilan Gambar Produksi Berbasis Android di SMK,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN TEKNOLOGI INFORMASI DAN KOMUNIKASI DI SMA NEGERI 9 HALMAHERA SELATAN,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN TIK BERBASIS MOBILE DI KELAS X SMAN 1 LEMBEAN TIMUR,RPL
PENGEMBANGAN MEDIA PEMBELAJARAN TOPOLOGI JARINGAN BERBASIS MOBILE,TKJ
PENGEMBANGAN MEDIA PEMBELAJARAN TUTORIAL PADA MATA KULIAH ANIMASI 3D DI PTIK UNIMA,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN TUTORIAL PADA MATA PELAJARAN PRODUKTIF SISWA KELAS XI MULTIMEDIA SMK NEGERI 1 TONDANO,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN TUTORIAL TEKNIK PENGOLAHAN VIDEO UNTUK SISWA JURUSAN MULTIMEDIA SMK ANUGRAH TONDANO,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN VIDEO TUTORIAL MATA PELAJARAN DESAIN GRAFIS DI SMK ANUGERAH TONDANO.,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN VIDEO TUTORIAL PADA MATA PELAJARAN ANIMASI DI SMK N 1 MANADO,Multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN VIDEO TUTORIAL TEKNIK ANIMASI 2 DIMENSI DI SEKOLAH MENENGAH KEJURUAN,Multimedia
